country,type,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mexico,Lead,,,,,316.0,383.0,136.0,19561.51,19273.5,21519.981,42318.449,45498.009,88853.699,114453.125,119143.351,127591.086,125822.734,148182.731,130161.27,138470.26799999998,137415.38199999998,34160.955,
Mexico,Molybdenum,,,,,,,,4200.0,2500.0,6200.0,7300.0,9800.0,10400.0,10400.0,11000.0,11700.0,13020.0,10940.0,11480.0,13360.0,14720.0,16320.0,
Mexico,Oxide,,,,,,,,82081000.0,78787000.0,69215000.0,41018000.0,35093000.0,33323000.0,90858000.0,107043400.0,172456500.0,175825000.0,186342000.0,166186000.0,194342000.0,176017000.0,169553000.0,
Mexico,Silver,,,,,17.717,28.078,57.621,436.289,452.378,541.548,580.191,543.7909999999999,2175.136,2511.905,2660.759,2665.225,2894.602,2958.3759999999997,2755.892,3223.733,3250.195,1156.703,
Mexico,Sulphide,,,,,,,,,,,,,,32431900.0,37524600.0,50612200.0,37915500.0,39079000.0,46735000.0,,,,
Mexico,Zinc,,,,,333.0,433.0,122.0,143601.95,136560.97,125022.916,144391.769,147303.413,210565.547,256196.298,279322.99,266137.474,262058.404,299048.713,266406.71499999997,317220.191,328232.823,33244.676,
Mongolia,Copper,,,,,,,,,,,,,,,,,148400.0,202200.0,201300.0,157400.0,159100.0,,
Mongolia,Gold,,,,,,,,,,,,,,,,,16.689,18.524,8.505,3.24,8.091,,
Mongolia,Silver,,,,,,,,,,,,,,,,,25.316,34.671,40.256,27.612,25.911,,
Namibia,Gold,,,,1300002.466,1400002.41,1300002.07,1300001.899,1200002.296,1500002.438,1600002.268,1500001.928,1300001.843,1500002.438,1500001.871,1400002.098,1400001.786,1400001.871,,,,,,
Namibia,Triuranium,,,,2640.0,2751.0,2401.0,3582.0,3711.0,3617.0,3045.419,4066.909,4150.37,3628.285,2148.213,2698.875,2409.483,1542.668,1246.018,1849.75,2110.112,2478.882,,
Namibia,Zinc,,,,,,720400.0,1423200.0,1331800.0,1586400.0,1552400.0,1535800.0,1646300.0,1708661.849,381586.503,1835313.856,1819246.626,1367161.759,1450980.311,1325365.715,1291182.46,572826.003,1068610.71,
New Caledonia,Nickel,,,,,,,,,,,,,330270.6,1056454.7,1193973.3,1886696.0,2177329.6,2606210.1,2977260.7,3092041.0,2686552.0,2557123.0,
New Zealand,Gold,,,,,3892246.051,4263751.44,4297786.739,4648908.288,5678204.065,6967551.104,7615236.155,8188341.54,8018637.41,7911327.598,7827923.14,7979700.182,8110958.993,7395089.471,5651520.4,5546008.69,6748008.911,6889007.483,
New Zealand,Silver,,,,,0.209,0.207,0.225,0.202,0.236,,,,,,,,,,,,,,
Papua New Guinea,Bulk,,,,,,,,,,,,,,,21000000.0,21738000.0,21508000.0,,8954000.0,,,,
Papua New Guinea,Copper,,,,,211313.0,28789655.0,26484370.0,25543978.0,27755355.0,25940184.0,21693650.0,21514669.0,22247821.0,21472456.0,17898325.0,,16876000.0,11845000.0,16180000.0,20205000.0,18996000.0,18799000.0,
Papua New Guinea,Gold,,,,,15.833,15.202,15.365,16.264,15.568,14.116,411312.601,1708799.002,1981519.571,58.191,31300049.362,49213462.262,34595211.364,30828651.969,23585057.084,17409056.861,15472055.188,3396013.097,2963003.237
Papua New Guinea,Silver,,,,,32.324,33.321,36.091,,,,36.234,42.181,40.292,29.674,78.707,,16.84,69.12100000000001,83.54299999999999,9.891000000000002,1.773,,
Peru,Bulk,,,49650564.0,63496778.0,78464914.0,81860610.0,86473808.0,85822754.0,84460569.0,86175100.0,57816391.0,68148975.0,103909182.0,118870657.0,136892625.0,141368313.0,150385274.0,183257700.0,184306320.0,190610211.0,174213422.0,153781862.0,
Peru,Copper,,,61822178.049,69369879.686,76806643.432,73729315.561,944502.572,937179.246,11630133.399,12848916.745,8234072.502,8109619.884,8368525.808,8369267.573,1117350.696,1200623.671,1122735.43,1330951.728,48919462.059,54942565.679,59476671.547,1241458.421,
Peru,Gold,,,85.64500000000001,95.114,108.274,126.972,16746125.384,30234153.05,129.156,89445441.985,93411792.544,133368482.713,75945423.252,58254114.455,31348382.4,38048045.636,58655717.671,58924683.299,46190023.177,42246898.211,35927855.344,34695893.102,
Peru,IronS,,,,,,,,,,,,,,,668301.0,,,,,,,,
Peru,Lead,,,56477.678,37068.64,57104.275,55760.765,50337.0,51906.874,60333.537,64787.297,59799.095,158534.985,128953.818,137068.053,112210.897,112578.302,114086.375,129533.078,125343.921,123644.095,121747.127,81800.968,
Peru,Molybdenum,,,7203.954,8351.543000000001,9058.693,9548.573,14246.883000000002,17313.167,17192.506999999998,16849.244,16538.915,12301.943,16677.09,18995.499,16517.207000000002,18232.625,16495.652000000002,17470.953,24397.441,25295.248,27521.228,25026.179,
Peru,Oxide,,,,,,,,16693000.0,42868600.0,90521000.0,74286000.0,86703000.0,67113000.0,50671869.0,37884311.0,42114228.0,40076000.0,55183000.0,78485000.0,85048000.0,105248000.0,98213000.0,
Peru,Phosphate,,,,,,,,,,,,,791000.0,2544000.0,3209000.0,3546000.0,,,,,,,
Peru,Silver,,,550.866,648.7189999999999,823.319,862.1750000000001,750.419,998.642,1147.544,1055.541,1021.455,1831.637,1669.87,1784.594,1570.509,1766.067,1837.838,2219.743,2387.453,2257.983,2243.942,1336.872,
Peru,Zinc,,,141591.536,156461.046,362378.3,482669.389,287775.0,293281.333,277701.927,435648.154,490119.852,1021951.271,894601.269,683062.54,532561.453,617430.072,557435.201,615257.533,592070.259,748319.743,784692.106,151621.661,
Philippines,Bulk,,,,,,,,,,,,,,,157184.0,411512.0,,,,620007.0,,,
Philippines,Copper,,,,,,,,,,,,,,,,23059.0,25010.0,23100.0,21100.0,18400.0,15000.0,10300.0,
Philippines,Gold,,,,,,,,,,,,,,,0.174,2578297.629,3111519.305,7064003.953,9199004.578,3764006.786,991003.577,1173002.61,
Philippines,Nickel,,,,,,,,,,470207.0,506477.0,6591402.0,11934735.0,13416025.0,17318835.0,16643884.0,20088418.0,21775431.0,19617147.0,20668655.0,19766499.0,21124907.0,
Philippines,Silver,,,,,,,,,,,,,,,1.107,9.058,9.078,8.531,7.873,8.206999999999999,5.306,2.69,
Poland,Copper,,,,,,,,,,,,,,,,,,,480100.0,466800.0,452000.0,,
Portugal,Bulk,,,,,,,,2168000.0,,161387.0,,,,,,,,,,,,,
Portugal,Copper,,,,82900.0,77200.0,77500.0,,,2030133.0,2274387.0,2484542.0,2595922.0,2611938.0,3200114.0,2565559.0,2591544.0,2591369.0,2556831.0,2397557.0,2143624.0,2738692.0,2743436.0,
Portugal,Lead,,,,,,,,,,,,,,,87.0,1496.0,3192.0,3077.0,4126.0,5164.0,6571.0,5474.0,
Portugal,Silver,,,,,,,,,18.268,24.124,26.227,20.447,20.525,25.501,27.244,37.024,39.349,37.677,35.21,36.628,50.774,48.364,
Portugal,Tin,,,,1201.0,345.0,203.0,,,,,,,,,,,,,,,,,
Portugal,Zinc,,,,,,,,,163220.0,423356.0,429613.0,501.0,80717.0,90429.0,560006.0,1021382.0,1186378.0,1061921.0,1110527.0,1067356.0,1194435.0,1226202.0,
Russian Federation,Bauxite,,,,,,,,,,,5200000.0,5300000.0,5035000.0,5380000.0,5166000.0,5322000.0,5589000.0,5398000.0,5432000.0,5523000.0,5651000.0,5574000.0,
Russian Federation,Bulk,,,,,,,,,21761000.0,22673000.0,23183000.0,23190000.0,24454000.0,24736300.0,24624500.0,24779800.0,25085607.0,25289795.0,24859728.0,25000000.0,33060000.0,36790000.0,
Russian Federation,Copper,,,,,,,,,419883.776,410131.998,401194.667,390284.5639999999,374528.823,362655.269,358860.09599999996,359134.898,355961.168,356013.494,351831.60500000004,373774.8,391172.4,440464.68,
Russian Federation,Gold,,,,,,,,,,,463016.65,1090024.69,1331019.848,1287015.526,1260014.648,1492014.901,1742021.347,1897021.669,2002020.729,1915016.445,1636016.541,5.018,
Russian Federation,Iron,,,,12348050.0,5583852.0,11023133.333,13413544.0,25400780.667,77709317.0,28373931.0,26646707.667,25268150.0,42536060.0,120084180.0,110043860.0,111132700.0,113512800.0,113108700.0,47395600.0,46565720.0,99482920.0,101769940.0,13065400.0
Russian Federation,Lead,,,,,,,,,,,,,,,,,,,,3298.0,4152.0,,
Russian Federation,Nepheline,,,,,,,,,,,,,4854000.0,4608000.0,4947000.0,4662000.0,4396000.0,4111000.0,4432000.0,4332000.0,4294000.0,4244000.0,
Russian Federation,Nickel,,,,1319746.5,2186262.9,2626370.8,2629355.44,2037553.14,2614769.64,3081288.022,2717922.189,2900906.539,3117497.178,3246226.648,1793410.451,220238.735,218137.836,214797.82,191381.966,207257.8,216236.5,225619.62,
Russian Federation,PGM,,,,,,,,,136.241,134.744,127.552,124.012,121.713,97.315,99.911,98.111,94.491,94.681,91.854,97.191,98.078,108.96,
Russian Federation,Silver,,,,,,,,,,,173.147,255.204,207.532,204.972,187.616,155.517,132.905,146.186,152.687,120.65,102.828,,
Russian Federation,Zinc,,,,,,,,,,,,,,,,,,51731.0,73731.0,93272.0,99918.0,,
Saudi Arabia,Bauxite,,,,,,,,,,,,,,,,,796813.0,2390438.0,3585657.0,3585657.0,4382470.0,4780876.0,
Saudi Arabia,Copper,,,,,,,,,,,,,,,,,,2721.554,,,49895.161,,
Sierra Leone,Ilminite,,,,,,,,,,,,,,,,,,,,57600.0,54500.0,59200.0,
Sierra Leone,Rutile,,,,,,,,,,,,,,,,,,,,167600.0,121500.0,137200.0,
Sierra Leone,Zircon,,,,,,,,,,,,,,,,,,,,3000.0,11400.0,8500.0,
South Africa,Antimony,,,,,,,,,,4624.191,4260.912,3453.49,,,,,,,,,,,
South Africa,Bulk,,,1365000.0,1343000.0,1349000.0,2260000.0,1518000.0,2196798.0,2375047.0,1803581.0,2624876.0,2854049.0,4687000.0,5638756.0,7822088.0,9106540.0,9325534.0,9467562.0,9819633.0,9080600.0,9645892.0,11312662.0,
South Africa,Chromium,,,,,,,,,304000.0,584000.0,1146000.0,661000.0,502000.0,335000.0,,1600000.0,1610000.0,1770000.0,1960000.0,2040000.0,,,
South Africa,Cobalt,,,,,,,,281.0,257.0,208.0,276.0,244.0,578.0,553.0,744.0,1101.0,1133.0,1116.0,1065.0,813.0,716.0,820.0,
South Africa,Copper,,,,78400.0,52200.0,57100.0,59600.0,68240.0,68722.0,76919.0,90826.0,87718.0,80439.0,74909.0,57138.0,10519.0,10774.0,10254.0,10565.0,8282.0,8029.0,7748.0,
South Africa,Fluorspar,,,,,,,,572062.0,627315.0,744565.0,751680.0,690523.0,,,,,,,,,,,
South Africa,Gold,,,,52000094.801,44100093.866,11400084.0,10900077.621,10616171.152,10713852.037,9830432.905,8915365.132,8214001.819,7200046.914,5700041.91,16485068.042,18324074.742,22135077.862,23061070.574,23481069.053,22223062.218,18495040.923,0.153,
South Africa,Ilminite,,,,,44000.0,490600.0,582600.0,672100.0,591200.0,667300.0,469900.0,612000.0,487000.0,545000.0,,,,,,,,,
South Africa,Iridium,,,,,,,,,,0.16,0.447,0.486,0.54,0.537,0.514,0.558,0.549,0.544,0.596,0.593,0.5760000000000001,0.5229999999999999,
South Africa,Iron,,,,,,,,6434000.0,5536000.0,6675000.0,6341000.0,9304000.0,9286000.0,9685000.0,12944000.0,57553100.0,63349500.0,59666300.0,58201900.0,62696500.0,61683700.0,60173700.0,37020800.0
South Africa,Lead,,,6417.0,6024.0,6610.1,43395.0,37500.0,42200.0,48300.0,41900.0,47000.0,49100.0,51083.676,14716.57,54810.843,50005.522,39030.295,31695.367,34745.607,43926.01,47447.685,45384.2,
South Africa,Manganese,,,,,,,,1882000.0,2572000.0,2847000.0,3154000.0,3138000.0,1973000.0,3048000.0,3296000.0,3199000.0,3358000.0,3087000.0,2934000.0,3069000.0,3717000.0,3409000.0,
South Africa,Nickel,,,,,,,,6298.0,6291.0,5342.0,6202.0,5613.0,10767.0,11139.0,15190.0,24423.0,24107.0,22413.0,22837.0,17066.0,14536.0,15318.0,
South Africa,PGM,,,,,,,,1.474,1.399,1.305,1.155,0.756,1.488,1.517,2.378,3.147,5.241,4.086,10.428,44.279,43.774,76.211,62.621
South Africa,Palladium,,,,,,,,3.549,3.689,4.86,5.271,5.646,5.9559999999999995,5.765,5.74,6.25,5.9239999999999995,5.6899999999999995,6.296,28.392,29.786,5.67,
South Africa,Phosphate,,,,,,,,2460000.0,2510000.0,4360000.0,4830000.0,5080000.0,5190000.0,5250000.0,5280000.0,5500000.0,5380000.0,5220000.0,13961000.0,34099000.0,34194000.0,5690000.0,
South Africa,Platinum,,,,,,,,3.569,3.731,6.002,6.58,7.191,7.71,7.722,7.673,8.216,8.104,48.44,47.535,36.494,38.041,7.592,
South Africa,Rhodium,,,,,,,,0.727,0.78,1.124,1.223,1.3210000000000002,1.4420000000000002,1.394,1.398,1.535,1.498,1.456,1.605,1.5830000000000002,1.5630000000000002,1.415,
South Africa,Ruthenium,,,,,,,,,,0.689,1.884,2.044,2.212,2.161,2.177,2.3840000000000003,2.335,2.308,2.512,2.521,2.4320000000000004,2.19,
South Africa,Rutile,,,,,19000.0,37400.0,43700.0,52100.0,53200.0,41500.0,38100.0,46000.0,45000.0,48000.0,,,,,,,,,
South Africa,Triuranium,,,,31.0,,,,,,,,,,,,,,,,,,,
South Africa,Zinc,,,20654.0,20912.0,25361.2,47835.1,28200.0,32100.0,34100.0,28300.0,27900.0,28200.0,36360.093,10896.172,31732.065,40168.42,29389.946,26666.775,29697.1,30658.815,28218.734,85198.952,
South Africa,Zircon,,,,,45000.0,143300.0,49000.0,175600.0,178400.0,148800.0,131400.0,152000.0,161000.0,163000.0,,,,,,,,,
Spain,Bulk,,,,,,,,997224.0,1550437.0,1707330.0,1794089.0,1441903.0,1349336.0,24289.0,755000.0,1785000.0,1755000.0,616000.0,,,,,
Spain,Copper,,,,,,,,4887.911,6616.0,6281.0,7071.0,6989.0,5484.0,0.0,2260.0,1328546.0,1617480.0,1576250.0,1611643.0,1692664.0,1614738.0,,
Spain,Nickel,,,,,,,,5380.966,6398.0,6630.0,8136.0,8029.0,6296.0,0.0,2398.0,7574.0,8631.0,7213.0,,,,,
Suriname,Bauxite,,,,,,,,,,,,,,,3000000.0,2700000.0,2700000.0,1600000.0,,,,,
Suriname,Gold,,,,,,,,,,,,,,,,,,,6538192.943,12061238.518,15134833.112,12671784.829,
Sweden,Bulk,,,2644000.0,2751000.0,2862000.0,2821000.0,3580812.0,4294043.0,3995541.0,4240026.0,3620387.0,3576655.0,2818000.0,3133000.0,3346000.0,3304000.0,4086000.0,4246000.0,4760000.0,4699000.0,4569000.0,,
Sweden,Copper,,,18296860.0,17792251.0,18673131.0,18105019.0,17753589.0,16771769.0,18578466.0,18244672.0,17870219.0,18845590.0,27705680.0,31727517.0,34560459.0,37366960.0,39336864.0,36572844.0,36237606.0,39241777.0,38675086.0,184906.0,
Sweden,Gold,,,3.56,4.5009999999999994,4.4559999999999995,4.276,5.228,4.471,4.511,2.8339999999999996,2.602,3.13,3.727,3.682,3.643,3.85,4.297,4.577,4.960000000000001,5.916,6.444,,
Sweden,Lead,,,17347.0,37543.0,40540.0,41158.0,54316.0,60434.0,55048.0,62128.0,63485.0,68914.0,67636.0,61339.0,63246.0,58874.0,71363.0,79120.0,74661.0,70324.0,62613.0,27703.0,
Sweden,Silver,,,226.076,260.026,288.426,301.852,285.254,278.924,261.474,289.549,258.001,264.554,280.237,278.209,298.863,330.791,389.249,481.51199999999994,504.72,477.576,461.141,69.853,
Sweden,Tellurium,,,,,,,,,,,,,,,6.791,24.457,30.917,33.0,38.68,34.979,44.641,,
Sweden,Zinc,,,88400.0,145517.0,148634.0,185724.0,219290.0,247694.0,236375.0,224762.0,188048.0,192459.0,1188863.0,1222670.0,1142209.0,1087366.0,1284713.0,1373451.0,1314523.0,1439963.0,1437606.0,1216313.0,
Tajikistan,Gold,,,,,,,,,,,,,,,1.512,1.617,2.124,3.106,3.301,4.014,4.567,,
Tanzania,Copper,,,,,,,,,,,,,,6747.639999999999,5840.002,5429.501,6381.591,6794.814,7365.433000000001,5849.981,0.0,,
Tanzania,Gold,,,,4600023.006,6075027.516,6780028.533,6763030.277,7467029.757,5700008.732,5100009.27,4300007.484,13189029.988,12906031.92,11729035.41,12935034.528,11268032.823,13370035.873,15510037.702,14818039.667,19106039.161,9348032.222,,
Turkey,Bulk,,,,,,,,,,,,,,,,1333000.0,1341000.0,1229000.0,1285000.0,946000.0,1007000.0,,
Turkey,Copper,,,,,,,,,,,,,,,,31510.0,29360.0,24304.0,25330.0,16523.0,19896.0,,
Turkey,Zinc,,,,,,,,,,,,,,,,43097.0,36218.0,19808.0,8062.0,3326.0,4091.0,,
Ukraine,Iron,,,,,,,,,,,0.0,19216650.0,19443600.0,34232500.0,31786750.0,39983573.5,39498556.0,39161879.5,47803846.5,46633243.0,47948007.5,31310000.0,
United States of America,Bulk,,,16820587.0,16937536.0,12981432.0,12461107.0,16098307.0,11548618.0,12672350.0,19077082.0,9319666.0,9357768.0,12677566.0,14971242.0,22693968.0,24768182.0,30120439.0,36208610.0,41013283.0,36344891.0,38097763.0,10348460.0,
United States of America,Copper,,,642148100.0,573171200.0,361204400.0,351426800.0,955936.562,901016.707,916220.206,865368.671,941831.336,863322.828,773602.258,811688.922,828123.306,920128.365,22034408.036,24308203.106,24695282.824,21702788.783,20410868.531,19738553.049,
United States of America,Gold,,,4108096.51,16930856.636,92077840.889,89962072.178,80341124.913,83436843.056,70003424.137,95077541.447,108500426.658,92641044.24,82067499.497,90474325.843,102700493.869,92850695.65,118381078.7,120946507.513,172206666.787,161008197.676,148451001.675,55552365.235,836011.421
United States of America,Ilminite,,,,,,,296039.0,305421.0,255879.0,225503.0,239100.0,182900.0,251500.0,288100.0,214700.0,189600.0,94800.0,145100.0,,,,,
United States of America,Iron,,,,,,,,,,,,,,44455000.0,45550000.0,43990000.0,42960000.0,45720000.0,46715000.0,43955000.0,44690000.0,43595000.0,
United States of America,Lead,,,83007.404,115554.398,130200.0,147400.0,136800.0,119200.0,140400.0,153200.0,,,109900.0,84000.0,95400.0,96700.0,122500.0,124200.0,128000.0,116100.0,102100.0,,
United States of America,Leucoxene,,,,,,,30147.0,33947.0,17365.0,,,,,,,,,,,,,,
United States of America,Molybdenum,,,8948.017,16538.179,15406.355,14691.069,19500.586,30114.956,33582.918000000005,32590.102,28743.695,23705.994,31043.695,31743.695,29358.065,28833.211,34746.211,32636.581,21480.288,24990.063,25758.064,15422.14,
United States of America,Nickel,,,,,,,,,,,,,,,,,4300.0,27167.0,24114.0,22081.0,17573.0,13494.0,
United States of America,PGM,,,,,,,,,,,,,,,,,,,,11.695,18.444,,
United States of America,Phosphate,,,,,,,,,,,,,,,,,,,,855000.0,1339000.0,,
United States of America,Rutile,,,,,,,22916.0,28215.0,10627.0,,,,,,,,,,,,,,
United States of America,Silver,,,185893.588,180636.912,217365.885,150141.257,154327.896,117183.375,515.524,474.5630000000001,185.842,204.996,163.687,123.774,138.417,162.416,210.653,181.404,195.974,204.345,214.016,106.438,
United States of America,Zinc,,,531156.665,575548.894,644900.0,648400.0,616900.0,620900.0,605000.0,626200.0,,,538000.0,572200.0,529100.0,551300.0,596000.0,597700.0,617100.0,575000.0,612900.0,,
United States of America,Zircon,,,,,,,101880.0,98757.0,83054.0,80567.0,84400.0,47500.0,58200.0,60300.0,49400.0,39600.0,25100.0,37300.0,,,,,
Venezuela,Nickel,,,,,,1225200.0,1282400.0,1333900.0,1340900.0,1198900.0,821900.0,833100.0,725900.0,1316000.0,441000.0,,,,,,,,
Zambia,Bulk,,,,,,,,,,,,3588000.0,5462000.0,8377000.0,8561000.0,7677000.0,9413000.0,10949000.0,7953000.0,7997000.0,8186000.0,,
Zambia,Cobalt,,,,,,,,,,,,,800.0,600.0,100.0,,,,,,,,
Zambia,Copper,,,,,,,1346000.0,7365301.0,10034208.0,16166083.44,19865672.32,831691.86,915387.18,908042.61,466632.424,1417864.12,1849405.13,16028467.97,39647939.48,43604396.967,49396490.703,40374.0,
Zambia,Gold,,,,,,,,,,1.155,1.756,2.828,3.103,3.178,3.85,4.737,4.37,3.856,4.195,3.979,3.68,,
Zambia,Oxide,,,,,,,,,,,,5661000.0,5674000.0,6072000.0,6210000.0,6662000.0,7977000.0,6795000.0,7076000.0,6916000.0,6916000.0,,
Zambia,Sulphide,,,,,,,,,,,,11994000.0,10382000.0,8855000.0,9254000.0,11089000.0,7944000.0,8296000.0,11988000.0,12970000.0,12978000.0,,
Zimbabwe,Diamonds,,,,,,,0.009,0.05,0.048,0.029,0.053,0.025,0.036,0.073,0.081,0.083,0.088,,,,,,
Zimbabwe,Gold,,,,,,,0.255,,,,,,,,,,,,,,,,
Zimbabwe,PGM,,,,,,,,,,,,,,,,,,,2.833,7.714,7.776,6.274,6.099
Zimbabwe,Palladium,,,,,,,,,,,,,,,,,,,,2.003,2.348,,
Zimbabwe,Phosphate,,,,,,,,,,,,,,,,,,,1012000.0,2770000.0,2804000.0,,
Zimbabwe,Platinum,,,,,,,,,,,,,,,,,,2.068,2.317,2.32,2.672,,
